HomeTeam,AwayTeam,Result,Home.Score,Away.Score,Home.Odds,Draw.Odds,Away.Odds
Middlesborough,Reading,Middlesborough,2,0,4.67,3.39,2.98
Middlesborough,Bournemouth,Middlesborough,1,0,1.15,3.81,4.33
Middlesborough,Burnley,Middlesborough,2,0,2.25,4.09,5.44
Middlesborough,Crystal Palace,Middlesborough,2,1,2.35,3.61,3.46
Middlesborough,Leicester,Middlesborough,1,0,3.3,3.84,5.9
Middlesborough,Southampton,Southampton,1,3,1.17,5.04,6.43
Middlesborough,Sunderland,Sunderland,1,2,1.48,4.23,6.43
Newcastle,Arsenal,Arsenal,0,3,5.84,3.94,1.37
Newcastle,Bournemouth,Bournemouth,0,2,2.63,3.27,2.74
Newcastle,Southampton,Draw,2,2,2.86,3.26,2.61
Newcastle,Arsenal,Draw,1,1,5.83,4,1.46
Newcastle,Chelsea,Draw,2,2,6.21,3.96,1.37
Newcastle,Stoke,Draw,0,0,2.51,3.33,2.9
Newcastle,Everton,Draw,0,0,3.2,3.49,2.2
Newcastle,Man United,Draw,3,3,5.16,3.6,1.59
Newcastle,Man City,Draw,1,1,5.9,4.18,1.33
Newcastle,Crystal Palace,Draw,0,0,1.96,3.46,4.11
Newcastle,Crystal Palace,Draw,2,2,1.75,3.54,5.35
Newcastle,Hull,Draw,2,2,2.28,3.35,3.52
Newcastle,Leicester,Draw,0,0,2.23,3.34,3.47
Newcastle,Liverpool,Draw,0,0,3.94,3.47,1.85
Newcastle,QPR,Draw,0,0,1.86,3.49,4.75
Newcastle,Sunderland,Draw,1,1,2.1,3.39,3.94
Newcastle,Everton,Draw,2,2,2.89,3.34,2.45
Newcastle,Burnley,Draw,3,3,1.78,3.71,4.85
Newcastle,Stoke,Draw,0,0,2.34,3.31,3.16
Newcastle,Aston Villa,Draw,1,1,1.99,3.43,4.31
Newcastle,Man United,Draw,1,1,4.2,3.46,1.8
Newcastle,Swansea,Draw,2,2,2.52,3.21,3
Newcastle,West Brom,Draw,1,1,2.57,3.31,2.93
Newcastle,West Ham,Draw,0,0,2.23,3.32,3.37
Newcastle,Fulham,Draw,0,0,2.13,3.41,3.54
Newcastle,Hull,Draw,2,2,1.78,3.51,4.99
Newcastle,Liverpool,Draw,2,2,4.43,3.73,1.7
Newcastle,Southampton,Draw,1,1,2.39,3.32,3.09
Newcastle,Arsenal,Draw,1,1,4.01,3.47,1.8
Newcastle,Aston Villa,Draw,0,0,2.13,3.31,3.65
Newcastle,Crystal Palace,Draw,1,1,1.89,3.5,4.46
Newcastle,Aston Villa,Draw,1,1,1.59,3.91,5.88
Newcastle,West Ham,Draw,1,1,1.96,3.47,4.22
Newcastle,QPR,Draw,1,1,2.09,3.34,3.81
Newcastle,Chelsea,Draw,2,2,4.16,3.65,1.75
Newcastle,Fulham,Draw,1,1,2.06,3.42,3.87
Newcastle,Arsenal,Draw,0,0,6.56,4.48,1.2
Newcastle,Everton,Everton,0,2,3.42,3.33,2.17
Newcastle,Everton,Everton,1,2,3.07,3.38,2.35
Newcastle,Leicester,Leicester,0,2,2.75,3.45,2.53
Newcastle,Liverpool,Liverpool,0,6,2.99,3.36,2.44
Newcastle,Man City,Man City,0,2,5.21,3.99,1.44
Newcastle,Man City,Man City,0,2,5.6,3.89,1.43
Newcastle,Man City,Man City,0,3,5.54,3.93,1.49
Newcastle,Man United,Man United,0,4,4.12,3.46,1.8
Newcastle,Man United,Man United,0,3,4.21,3.5,1.8
Newcastle,Norwich,Newcastle,6,3,2.69,3.37,2.74
Newcastle,Liverpool,Newcastle,2,0,5.88,4.02,1.31
Newcastle,Aston Villa,Newcastle,2,1,2.03,3.38,4.02
Newcastle,West Ham,Newcastle,3,0,2.71,3.26,2.74
Newcastle,West Brom,Newcastle,1,0,2.21,3.27,3.47
Newcastle,Swansea,Newcastle,2,0,2.34,3.33,3.14
Newcastle,Tottenham,Newcastle,4,0,4.64,3.79,1.6
Newcastle,Chelsea,Newcastle,2,0,6.95,4.13,1.38
Newcastle,West Ham,Newcastle,2,0,1.75,3.91,4.87
Newcastle,Chelsea,Newcastle,2,0,5.94,3.92,1.35
Newcastle,Norwich,Newcastle,3,0,1.76,3.65,5.05
Newcastle,West Brom,Newcastle,2,0,2.04,3.42,3.88
Newcastle,Stoke,Newcastle,4,1,1.81,3.51,4.8
Newcastle,Cardiff,Newcastle,2,0,2.01,3.58,3.77
Newcastle,Tottenham,Newcastle,2,1,2.63,3.31,2.76
Newcastle,Norwich,Newcastle,1,0,1.76,3.56,5.06
Newcastle,West Brom,Newcastle,2,0,1.99,3.51,4.1
Newcastle,Wigan,Newcastle,3,0,2.02,3.41,3.94
Newcastle,Southampton,Newcastle,4,2,2.06,3.44,3.82
Newcastle,Stoke,Newcastle,2,0,1.83,3.48,4.67
Newcastle,Reading,Reading,1,2,1.76,3.78,4.84
Newcastle,Southampton,Southampton,1,2,3.2,3.27,2.18
Newcastle,Sunderland,Sunderland,1,2,2.16,3.31,3.61
Newcastle,Sunderland,Sunderland,1,3,1.91,3.55,4.42
Newcastle,Sunderland,Sunderland,1,2,1.94,3.41,4.43
Newcastle,Swansea,Swansea,1,2,2.66,3.38,2.64
Newcastle,Swansea,Swansea,1,2,1.92,3.61,4.52
Newcastle,Tottenham,Tottenham,0,2,3.25,3.36,2.39
Newcastle,Tottenham,Tottenham,0,4,3.12,3.43,2.31
Newcastle,Watford,Watford,0,3,2.55,3.35,2.9
Norwich,Arsenal,Arsenal,0,2,4.31,3.66,1.7
Norwich,Aston Villa,Aston Villa,0,2,2.49,3.28,2.98
Norwich,Burnley,Burnley,2,3,1.25,3.43,3.32
Norwich,Chelsea,Chelsea,0,2,5.69,3.87,1.4
Norwich,Chelsea,Chelsea,0,2,6.42,4.02,1.41
Norwich,Chelsea,Chelsea,0,1,6.02,3.97,1.46
Norwich,Crystal Palace,Crystal Palace,1,2,2.66,3.26,2.9
Norwich,Crystal Palace,Crystal Palace,4,6,3.38,4.33,4.65
Norwich,Stoke,Draw,1,1,2.45,3.25,3.01
Norwich,West Brom,Draw,0,0,2.05,3.32,3.85
Norwich,Swansea,Draw,0,0,2.6,3.32,2.76
Norwich,Arsenal,Draw,1,1,6,4.27,1.29
Norwich,Southampton,Draw,0,0,3.06,3.33,2.21
Norwich,Liverpool,Draw,4,4,4.18,3.46,1.84
Norwich,West Ham,Draw,2,2,2.54,3.3,2.84
Norwich,Newcastle,Draw,2,2,2.24,3.27,3.48
Norwich,Man United,Draw,0,0,4.33,3.52,1.69
Norwich,Everton,Draw,2,2,3.16,3.35,2.25
Norwich,Southampton,Draw,0,0,2.88,3.31,2.47
Norwich,Aston Villa,Draw,1,1,2.39,3.36,3.12
Norwich,Cardiff,Draw,0,0,2.25,3.34,3.47
Norwich,Swansea,Draw,1,1,2.87,3.22,2.55
Norwich,Man United,Draw,0,0,6.43,4.07,1.27
Norwich,Hull,Draw,0,0,2.45,3.19,3.09
Norwich,Newcastle,Draw,0,0,2.71,3.32,2.52
Norwich,Tottenham,Draw,0,0,4.02,3.5,1.73
Norwich,Stoke,Draw,0,0,2.26,3.25,3.42
Norwich,West Brom,Draw,1,1,2.37,3.22,3.25
Norwich,QPR,Draw,1,1,2.29,3.37,3.17
Norwich,West Ham,Draw,1,1,2.44,3.39,3
Norwich,Arsenal,Draw,1,1,6.3,4.11,1.34
Norwich,Newcastle,Draw,0,0,2.18,3.44,3.43
Norwich,Fulham,Draw,1,1,2.38,3.35,3.13
Norwich,Southampton,Draw,0,0,2.4,3.34,3.16
Norwich,Swansea,Draw,2,2,2.64,3.26,2.94
Norwich,Leicester,Draw,1,1,3.3,3.33,5.16
Norwich,Hull,Draw,0,0,2.65,3.74,3.27
Norwich,Cardiff,Draw,4,4,2.36,3.48,3.39
Norwich,Reading,Draw,2,2,1.26,3.34,3.81
Norwich,Wigan,Draw,2,2,1.92,3.86,3.44
Norwich,Fulham,Draw,2,2,2.25,4.09,5.44
Norwich,Middlesborough,Draw,0,0,5.4,3.87,1.49
Norwich,Everton,Everton,0,1,2.88,3.37,2.46
Norwich,Fulham,Fulham,1,2,2.08,3.37,3.74
Norwich,Leicester,Leicester,0,2,2.34,3.32,3.19
Norwich,Liverpool,Liverpool,2,3,8.4,5.35,1.09
Norwich,Liverpool,Liverpool,2,4,4.86,3.56,1.63
Norwich,Man City,Man City,0,1,6.28,3.9,1.33
Norwich,Man City,Man City,0,1,9.89,5.43,0.99
Norwich,Man City,Man City,2,4,6.52,3.94,1.37
Norwich,Man United,Man United,0,1,7.74,4.63,1.21
Norwich,Bournemouth,Norwich,2,0,2.44,3.38,2.95
Norwich,Aston Villa,Norwich,2,0,2.02,3.38,3.86
Norwich,Watford,Norwich,4,2,1.79,3.7,4.71
Norwich,West Ham,Norwich,2,1,2.52,3.28,2.92
Norwich,Crystal Palace,Norwich,1,0,1.9,3.5,4.35
Norwich,Sunderland,Norwich,3,0,2.22,3.23,3.46
Norwich,Stoke,Norwich,1,0,2.71,3.29,2.68
Norwich,Sunderland,Norwich,3,1,2.12,3.37,3.62
Norwich,Wigan,Norwich,2,0,2.16,3.38,3.57
Norwich,Tottenham,Norwich,2,1,4.78,3.62,1.65
Norwich,Everton,Norwich,2,1,3.85,3.37,1.92
Norwich,Reading,Norwich,2,0,1.7,3.85,5.23
Norwich,West Brom,Norwich,4,0,2.12,3.46,3.66
Norwich,Bournemouth,Norwich,2,1,2.37,3.83,9.56
Norwich,Swansea,Norwich,1,0,7.61,3.97,3.51
Norwich,Watford,Norwich,1,0,2.16,3.85,3.32
Norwich,QPR,QPR,0,1,1.91,3.34,3.51
Norwich,Sunderland,Sunderland,0,2,2.37,3.23,3.15
Norwich,Tottenham,Tottenham,0,3,4.43,3.56,1.72
QPR,Arsenal,Arsenal,0,2,6.55,4.28,1.36
QPR,Arsenal,Arsenal,0,1,8.17,4.95,1.2
QPR,Bournemouth,Bournemouth,2,3,1.48,4.23,6.43
QPR,Burnley,Burnley,2,3,1.95,9.56,5.9
QPR,Cardiff,Cardiff,2,4,1.76,3.56,5.06
QPR,Hull,Draw,0,0,2.54,3.23,2.98
QPR,Sunderland,Draw,1,1,2.57,3.25,2.91
QPR,Stoke,Draw,2,2,2.85,3.11,2.77
QPR,Liverpool,Draw,2,2,6.07,3.94,1.41
QPR,Leicester,Draw,2,2,2.43,3.3,3.24
QPR,West Brom,Draw,2,2,2.53,3.33,3.05
QPR,Crystal Palace,Draw,0,0,2.41,3.31,3.03
QPR,Swansea,Draw,1,1,2.93,3.28,2.48
QPR,Southampton,Draw,0,0,4.49,3.53,1.69
QPR,Chelsea,Draw,0,0,8.62,4.96,1.05
QPR,West Ham,Draw,1,1,2.42,3.3,3.16
QPR,Chelsea,Draw,1,1,4.95,3.53,1.64
QPR,Everton,Draw,1,1,3.56,3.4,1.99
QPR,Reading,Draw,1,1,1.93,3.6,4.41
QPR,Aston Villa,Draw,1,1,2.03,3.43,3.9
QPR,Tottenham,Draw,1,1,4.43,3.65,1.72
QPR,Man City,Draw,0,0,7.28,4.43,1.26
QPR,Norwich,Draw,1,1,1.96,3.51,4.15
QPR,Wigan,Draw,1,1,2.37,3.37,3.12
QPR,Crystal Palace,Draw,1,1,6.7,3.21,1.23
QPR,Middlesborough,Draw,1,1,2.66,3.26,2.9
QPR,Everton,Everton,0,2,3.38,3.37,2.07
QPR,Liverpool,Liverpool,0,3,4.22,3.63,1.84
QPR,Man City,Man City,2,3,7,4.32,1.26
QPR,Man United,Man United,0,2,5.37,4.07,1.43
QPR,Man United,Man United,0,2,7.3,4.18,1.29
QPR,Newcastle,Newcastle,1,3,3.31,3.42,2.1
QPR,Aston Villa,QPR,2,0,2.43,3.31,3.1
QPR,Burnley,QPR,2,0,2.13,3.38,3.67
QPR,Newcastle,QPR,2,1,3.05,3.47,2.4
QPR,Fulham,QPR,2,0,2.54,3.44,2.75
QPR,Sunderland,QPR,2,1,2.33,3.33,3.25
QPR,Leicester,QPR,1,0,1.36,4.08,4.33
QPR,Norwich,QPR,2,1,5.35,4.32,3.44
QPR,QPR,QPR,2,4,1.76,3.84,4.08
QPR,Hull,QPR,3,1,2.18,3.32,3.75
QPR,Reading,QPR,1,0,1.46,4.15,7.8
QPR,Wigan,QPR,2,0,2.22,3.39,3.4
QPR,Fulham,QPR,2,1,2.37,3.83,9.56
QPR,Southampton,Southampton,1,3,1.91,3.61,4.39
QPR,Stoke,Stoke,1,2,2.25,3.41,3.39
QPR,Swansea,Swansea,1,4,2.09,3.46,3.72
QPR,Swansea,Swansea,2,3,1.76,3.34,3.38
QPR,Tottenham,Tottenham,0,2,4.78,3.66,1.66
QPR,West Brom,West Brom,0,2,2.33,3.34,3.19
QPR,West Ham,West Ham,1,3,2.11,3.35,3.72
Reading,Arsenal,Arsenal,2,5,5.57,3.97,1.61
Reading,Aston Villa,Aston Villa,1,3,2.39,3.32,3.19
Reading,Chelsea,Chelsea,2,3,7.57,4.32,1.23
Reading,Stoke,Draw,1,1,2.45,3.28,2.89
Reading,Newcastle,Draw,2,2,3.07,3.27,2.27
Reading,Fulham,Draw,2,2,2.97,3.34,2.53
Reading,Norwich,Draw,0,0,2.25,3.35,3.31
Reading,Swansea,Draw,0,0,2.96,3.38,2.34
Reading,West Brom,Draw,2,2,2.97,3.26,2.49
Reading,Liverpool,Draw,1,1,7.62,4.44,1.38
Reading,QPR,Draw,1,1,2.61,3.41,2.71
Reading,Bournemouth,Draw,4,4,1.72,4.18,4.33
Reading,Swansea,Draw,0,0,2.2,3.34,3.43
Reading,Reading,Draw,1,1,2.96,3.27,3.79
Reading,Middlesborough,Draw,2,2,2.25,4.72,5.33
Reading,Middlesborough,Draw,1,1,1.69,3.71,5.39
Reading,Fulham,Fulham,2,3,1.48,4.23,6.43
Reading,Man City,Man City,0,3,6.15,4.32,1.55
Reading,Man United,Man United,3,5,8.4,4.43,1.14
Reading,Norwich,Norwich,0,3,1.55,3.84,3.34
Reading,Everton,Reading,2,1,4.46,3.63,1.77
Reading,West Ham,Reading,1,0,2.82,3.3,2.52
Reading,Sunderland,Reading,2,1,2.45,3.32,3
Reading,Leicester,Reading,4,1,1.53,3.97,4.32
Reading,Crystal Palace,Reading,1,0,2.54,3.46,6.43
Reading,QPR,Reading,1,0,4.86,3.56,1.63
Reading,Burnley,Reading,3,1,1.98,3.51,4.35
Reading,Cardiff,Reading,3,1,1.49,4.17,7.69
Reading,Southampton,Southampton,0,2,3.4,3.45,2.09
Reading,Tottenham,Tottenham,0,2,3.95,3.48,1.95
Reading,Wigan,Wigan,0,3,2.52,3.35,3.05
Reading,Wigan,Wigan,2,4,1.27,5.48,13.03
Southampton,Chelsea,Chelsea,1,2,2.96,3.22,2.5
Southampton,Chelsea,Chelsea,0,2,3.92,3.45,1.84
Southampton,Man United,Draw,2,2,3.29,3.22,2.31
Southampton,Leicester,Draw,3,3,1.77,3.68,5.02
Southampton,Stoke,Draw,1,1,1.56,3.83,6.46
Southampton,Aston Villa,Draw,1,1,1.46,4.17,7.78
Southampton,Sunderland,Draw,0,0,1.51,3.88,6.64
Southampton,Liverpool,Draw,3,3,2.61,3.24,2.82
Southampton,West Brom,Draw,0,0,1.88,3.57,4.35
Southampton,Stoke,Draw,1,1,1.61,3.87,6.2
Southampton,Chelsea,Draw,1,1,4.87,3.65,1.54
Southampton,Swansea,Draw,0,0,1.6,3.84,6.24
Southampton,West Ham,Draw,0,0,1.73,3.75,5.04
Southampton,Crystal Palace,Draw,0,0,1.7,3.67,5.67
Southampton,Tottenham,Draw,2,2,2.15,3.37,3.67
Southampton,West Ham,Draw,0,0,1.86,3.61,4.32
Southampton,Aston Villa,Draw,2,2,1.63,3.86,5.81
Southampton,Man City,Draw,1,1,5.16,3.64,1.5
Southampton,Tottenham,Draw,2,2,2.68,3.24,2.72
Southampton,West Brom,Draw,0,0,1.79,3.62,4.79
Southampton,Arsenal,Draw,2,2,4.36,3.55,1.63
Southampton,Stoke,Draw,3,3,1.52,3.98,6.94
Southampton,Cardiff,Draw,1,1,1.47,4.34,7
Southampton,Man United,Draw,1,1,2.71,3.3,2.58
Southampton,Man United,Draw,2,2,6.34,4.22,1.34
Southampton,Fulham,Draw,2,2,2.83,3.35,2.6
Southampton,Swansea,Draw,0,0,2.47,3.39,2.81
Southampton,Norwich,Draw,1,1,2.11,3.39,3.56
Southampton,Reading,Draw,1,1,1.96,3.45,4.08
Southampton,Sunderland,Draw,1,1,2.01,3.43,3.96
Southampton,Arsenal,Draw,1,1,5.3,3.89,1.45
Southampton,Everton,Draw,1,1,4.08,3.46,1.86
Southampton,West Ham,Draw,1,1,1.86,3.68,4.36
Southampton,Stoke,Draw,1,1,1.77,3.56,5.03
Southampton,Middlesborough,Draw,1,1,2.02,3.38,4.11
Southampton,Everton,Everton,0,2,2.02,3.38,4.11
Southampton,Liverpool,Liverpool,0,2,2.69,3.27,2.71
Southampton,Liverpool,Liverpool,0,2,3.99,3.53,1.84
Southampton,Man City,Man City,0,2,3.33,3.38,2.18
Southampton,Man United,Man United,1,2,2.96,3.35,2.4
Southampton,QPR,QPR,1,2,1.87,3.56,4.49
Southampton,Norwich,Southampton,2,0,2.07,3.47,3.87
Southampton,Swansea,Southampton,2,0,2.15,3.29,3.73
Southampton,Bournemouth,Southampton,2,0,1.51,4.19,6.41
Southampton,Arsenal,Southampton,4,0,3.67,3.46,1.95
Southampton,Watford,Southampton,2,0,2.03,3.37,4.06
Southampton,West Brom,Southampton,3,0,1.74,3.55,5.42
Southampton,West Ham,Southampton,1,0,1.68,3.66,5.42
Southampton,Newcastle,Southampton,3,0,1.56,4.03,6.44
Southampton,Man City,Southampton,4,2,2.81,3.35,2.56
Southampton,Crystal Palace,Southampton,4,0,1.31,5.11,9.58
Southampton,Newcastle,Southampton,4,0,1.86,3.48,4.65
Southampton,QPR,Southampton,2,0,1.45,4.33,7.69
Southampton,Sunderland,Southampton,8,0,1.66,3.77,6.15
Southampton,Leicester,Southampton,2,0,1.42,4.44,7.64
Southampton,Everton,Southampton,2,0,2.51,3.38,2.95
Southampton,Arsenal,Southampton,2,0,2.96,3.31,2.51
Southampton,Burnley,Southampton,2,0,1.41,4.31,8.29
Southampton,Hull,Southampton,2,0,1.48,4.04,7.38
Southampton,Aston Villa,Southampton,7,1,1.81,3.65,5.13
Southampton,Crystal Palace,Southampton,2,0,1.42,4.18,7.63
Southampton,Swansea,Southampton,2,0,2.06,3.38,3.89
Southampton,Fulham,Southampton,3,0,1.59,3.79,6.25
Southampton,Hull,Southampton,4,0,1.53,3.9,7.08
Southampton,Norwich,Southampton,4,2,1.59,3.81,6.27
Southampton,Newcastle,Southampton,4,0,1.79,3.55,5.19
Southampton,Everton,Southampton,2,0,2.96,3.44,2.25
Southampton,Aston Villa,Southampton,4,1,2.48,3.26,2.8
Southampton,Newcastle,Southampton,2,0,2.42,3.43,2.89
Southampton,Man City,Southampton,2,1,6.03,4.09,1.32
Southampton,Liverpool,Southampton,3,1,4.54,3.63,1.66
Southampton,Chelsea,Southampton,3,1,3.71,3.49,1.88
Southampton,Sunderland,Sunderland,0,1,1.71,3.76,4.98
Southampton,Tottenham,Tottenham,0,3,2.7,3.31,2.67
Southampton,Tottenham,Tottenham,0,3,4.55,3.68,1.68
Southampton,West Brom,West Brom,0,2,1.86,3.61,4.36
Southampton,Wigan,Wigan,1,2,2.13,3.41,3.57
Stoke,Aston Villa,Aston Villa,0,2,2.05,3.32,3.94
Stoke,Burnley,Burnley,1,3,1.7,3.61,5.7
Stoke,Chelsea,Chelsea,0,2,6.06,3.94,1.41
Stoke,Chelsea,Chelsea,0,4,4.29,3.43,1.82
Stoke,Crystal Palace,Crystal Palace,0,2,2.55,3.23,2.94
Stoke,Crystal Palace,Crystal Palace,1,2,2.2,3.23,3.66
Stoke,Liverpool,Draw,0,0,3.29,3.35,2.19
Stoke,West Brom,Draw,1,1,1.97,3.4,4.16
Stoke,Leicester,Draw,3,3,2.56,3.25,2.95
Stoke,Chelsea,Draw,0,0,3.75,3.35,1.95
Stoke,Arsenal,Draw,0,0,4.27,3.54,1.72
Stoke,Newcastle,Draw,0,0,1.86,3.5,4.33
Stoke,Swansea,Draw,2,2,2.2,3.3,3.5
Stoke,Sunderland,Draw,0,0,2.72,3.22,2.7
Stoke,Aston Villa,Draw,0,0,1.97,3.38,4.12
Stoke,Leicester,Draw,0,0,2.14,3.32,3.75
Stoke,Newcastle,Draw,1,1,2.17,3.31,3.68
Stoke,West Ham,Draw,2,2,2.45,3.26,3.12
Stoke,Arsenal,Draw,3,3,4.08,3.44,1.78
Stoke,Man United,Draw,1,1,4.17,3.45,1.76
Stoke,Hull,Draw,0,0,1.94,3.43,4.22
Stoke,Sunderland,Draw,1,1,1.96,3.42,4.42
Stoke,Man City,Draw,0,0,5.87,3.76,1.37
Stoke,Norwich,Draw,1,1,1.93,3.4,4.24
Stoke,West Brom,Draw,0,0,2.27,3.28,3.37
Stoke,Southampton,Draw,1,1,3.2,3.25,2.26
Stoke,Cardiff,Draw,0,0,2.05,3.29,3.82
Stoke,Chelsea,Draw,2,2,6.34,3.93,1.36
Stoke,Everton,Draw,0,0,3.88,3.38,1.86
Stoke,Arsenal,Draw,0,0,5.81,3.73,1.38
Stoke,Hull,Draw,0,0,2.12,3.25,3.79
Stoke,Arsenal,Draw,0,0,3.74,3.37,1.99
Stoke,Man City,Draw,1,1,5.28,3.57,1.59
Stoke,Sunderland,Draw,1,1,2.03,3.4,3.96
Stoke,QPR,Draw,1,1,1.84,3.5,4.69
Stoke,Everton,Draw,1,1,3.09,3.33,2.34
Stoke,Southampton,Draw,3,3,1.77,3.5,5.1
Stoke,West Ham,Draw,1,1,2.06,3.36,3.85
Stoke,West Brom,Draw,1,1,2.49,3.24,3.03
Stoke,Norwich,Draw,0,0,2.14,3.23,3.77
Stoke,Middlesborough,Draw,1,1,5.5,3.77,1.46
Stoke,Everton,Everton,0,3,2.66,3.32,2.75
Stoke,Liverpool,Liverpool,2,4,5.74,3.75,1.51
Stoke,Man City,Man City,1,4,5.41,3.74,1.53
Stoke,Man United,Man United,0,2,6.74,3.81,1.33
Stoke,Southampton,Southampton,0,3,2.79,3.17,2.63
Stoke,Bournemouth,Stoke,2,0,2.58,3.3,2.87
Stoke,Man City,Stoke,2,0,5.36,3.77,1.47
Stoke,Man United,Stoke,2,0,3.17,3.28,2.33
Stoke,Norwich,Stoke,2,0,2.05,3.34,3.96
Stoke,Aston Villa,Stoke,2,0,1.62,3.64,5.98
Stoke,West Ham,Stoke,2,1,3.39,3.49,2.15
Stoke,Swansea,Stoke,2,1,2.54,3.25,3.03
Stoke,West Brom,Stoke,2,0,1.9,3.53,4.3
Stoke,QPR,Stoke,3,1,1.67,3.77,5.67
Stoke,Everton,Stoke,2,0,2.57,3.25,2.92
Stoke,Southampton,Stoke,2,1,3.17,3.34,2.26
Stoke,Tottenham,Stoke,3,0,2.87,3.34,2.43
Stoke,Liverpool,Stoke,6,0,3.5,3.45,2.02
Stoke,Crystal Palace,Stoke,2,1,1.81,3.5,4.82
Stoke,Sunderland,Stoke,2,0,2.04,3.32,3.98
Stoke,Aston Villa,Stoke,2,0,2.29,3.18,3.4
Stoke,Man United,Stoke,2,0,6.51,3.93,1.34
Stoke,Swansea,Stoke,1,0,2.56,3.29,2.83
Stoke,West Ham,Stoke,2,1,2.3,3.23,3.42
Stoke,Newcastle,Stoke,1,0,2.14,3.34,3.54
Stoke,Fulham,Stoke,4,0,2.38,3.44,3.09
Stoke,Swansea,Stoke,3,0,1.89,3.36,4.31
Stoke,Fulham,Stoke,2,1,2.18,3.3,3.49
Stoke,Newcastle,Stoke,2,1,1.91,3.39,4.2
Stoke,Liverpool,Stoke,3,1,3.22,3.29,2.27
Stoke,Wigan,Stoke,3,2,2.09,3.33,3.84
Stoke,Reading,Stoke,2,0,1.89,3.44,4.5
Stoke,Tottenham,Tottenham,0,4,4.44,3.59,1.71
Stoke,Tottenham,Tottenham,0,1,3.15,3.41,2.17
Stoke,Tottenham,Tottenham,1,3,4.62,3.6,1.83
Stoke,Watford,Watford,0,2,2.08,3.26,3.87
Sunderland,Arsenal,Arsenal,0,2,5.46,3.86,1.47
Sunderland,Arsenal,Arsenal,0,2,5.88,3.74,1.48
Sunderland,Arsenal,Arsenal,0,1,4.4,3.61,1.69
Sunderland,Aston Villa,Aston Villa,0,5,2.39,3.1,3.43
Sunderland,Aston Villa,Aston Villa,0,1,2.14,3.29,3.48
Sunderland,Chelsea,Chelsea,2,4,6.63,4.21,1.28
Sunderland,Chelsea,Chelsea,1,3,4.99,3.67,1.58
Sunderland,Crystal Palace,Crystal Palace,0,3,2.74,3.16,2.78
Sunderland,Tottenham,Draw,0,0,4.03,3.46,1.81
Sunderland,West Ham,Draw,2,2,3.16,3.39,2.3
Sunderland,Southampton,Draw,0,0,4.91,3.57,1.61
Sunderland,Liverpool,Draw,0,0,5.19,3.73,1.54
Sunderland,Bournemouth,Draw,1,1,2.92,3.24,2.45
Sunderland,Crystal Palace,Draw,2,2,2.57,3.28,2.95
Sunderland,West Brom,Draw,0,0,2.1,3.29,3.73
Sunderland,Arsenal,Draw,0,0,4.76,3.83,1.6
Sunderland,Chelsea,Draw,3,3,3,3.35,2.44
Sunderland,Man United,Draw,1,1,4.9,3.79,1.51
Sunderland,Tottenham,Draw,2,2,3.64,3.38,1.97
Sunderland,Swansea,Draw,0,0,2.81,3.17,2.62
Sunderland,Everton,Draw,1,1,3.84,3.39,1.92
Sunderland,Chelsea,Draw,0,0,8.56,4.87,1.15
Sunderland,West Ham,Draw,1,1,2.9,3.26,2.66
Sunderland,West Brom,Draw,0,0,2.69,3.05,2.88
Sunderland,Newcastle,Draw,1,1,2.5,3.26,3
Sunderland,Leicester,Draw,0,0,2.68,3.24,2.72
Sunderland,Fulham,Draw,0,0,2.28,3.26,3.32
Sunderland,Man City,Draw,1,1,8.56,4.97,1.11
Sunderland,Norwich,Draw,0,0,2.08,3.42,3.68
Sunderland,Southampton,Draw,3,3,3.07,3.3,2.42
Sunderland,Crystal Palace,Draw,0,0,2.1,3.24,3.83
Sunderland,Wigan,Draw,1,1,1.97,3.38,3.97
Sunderland,Newcastle,Draw,1,1,2.58,3.31,2.88
Sunderland,Aston Villa,Draw,0,0,2,3.33,4.03
Sunderland,QPR,Draw,1,1,2.22,3.32,3.62
Sunderland,Man City,Draw,1,1,6.95,4.13,1.39
Sunderland,Swansea,Draw,1,1,2.51,3.28,3.07
Sunderland,Fulham,Draw,3,3,2.38,3.26,3.28
Sunderland,Norwich,Draw,1,1,2.06,3.46,3.81
Sunderland,Stoke,Draw,1,1,2.05,3.34,4.19
Sunderland,Southampton,Draw,1,1,2.73,3.07,2.9
Sunderland,Everton,Everton,0,1,4.91,3.57,1.58
Sunderland,Hull,Hull,1,2,2.04,3.29,3.99
Sunderland,Hull,Hull,0,2,2.07,3.32,4.03
Sunderland,Leicester,Leicester,0,2,3.52,3.4,2.03
Sunderland,Liverpool,Liverpool,0,1,4.18,3.52,1.74
Sunderland,Liverpool,Liverpool,0,3,5.55,3.72,1.48
Sunderland,Man City,Man City,0,1,7.17,4.45,1.17
Sunderland,Man City,Man City,1,4,7.18,4.26,1.26
Sunderland,Man United,Man United,1,2,5.97,4.04,1.36
Sunderland,Man United,Man United,0,1,5.94,3.83,1.42
Sunderland,Norwich,Norwich,0,3,2.48,3.25,3.15
Sunderland,QPR,QPR,0,2,1.91,3.54,4.48
Sunderland,Newcastle,Sunderland,2,0,2.57,3.34,2.93
Sunderland,Stoke,Sunderland,2,0,3.12,3.23,2.27
Sunderland,Aston Villa,Sunderland,2,0,2.5,3.21,2.96
Sunderland,Man United,Sunderland,2,1,5.1,3.56,1.59
Sunderland,Everton,Sunderland,3,0,1.68,3.88,5.7
